ecg,ppg
-0.03052,0.1355
-0.0293,0.13672
-0.0293,0.12695
-0.04761,0.12085
-0.05005,0.13306
-0.05249,0.10132
-0.06348,0.11841
-0.06104,0.08789
-0.05371,0.08789
-0.03784,0.06714
-0.00244,0.06592
0.01709,0.06104
0.03418,0.03662
0.03418,0.01465
0.02686,0.00366
0.01343,0
0.01099,-0.02686
0.01343,-0.03296
0.01709,-0.0647
-0.00366,-0.06226
-0.00977,-0.10498
-0.0293,-0.10376
-0.03906,-0.12817
-0.06592,-0.14038
-0.07446,-0.17944
-0.06836,-0.17456
-0.05005,-0.20142
-0.03784,-0.23193
-0.03418,-0.24536
-0.03662,-0.26367
-0.04517,-0.2771
-0.05615,-0.30396
-0.06348,-0.31982
-0.05737,-0.31372
-0.06958,-0.32715
-0.07202,-0.34302
-0.05737,-0.35889
-0.00488,-0.38696
0.06592,-0.40161
0.15259,-0.42358
0.22461,-0.41382
0.22339,-0.43091
0.16357,-0.45776
0.02563,-0.45654
-0.06104,-0.48584
-0.11963,-0.50415
-0.12939,-0.51025
-0.10864,-0.52734
-0.1001,-0.53345
-0.08423,-0.55054
-0.07446,-0.5603
-0.06592,-0.54688
-0.04639,-0.56396
-0.03662,-0.56641
-0.02197,-0.58105
-0.02075,-0.60791
-0.02686,-0.60791
-0.01831,-0.60425
-0.01831,-0.62744
-0.00977,-0.63232
-0.00366,-0.64453
0.00122,-0.63721
0.01465,-0.66528
0.00977,-0.65674
0.02075,-0.67627
0.02441,-0.67993
0.02686,-0.67627
0.04639,-0.67749
0.05615,-0.69214
0.07202,-0.70435
0.07446,-0.7251
0.07324,-0.7312
0.0708,-0.71289
0.0647,-0.7251
0.07324,-0.71899
0.08667,-0.7251
0.10742,-0.71533
0.13672,-0.71289
0.14648,-0.67017
0.16113,-0.66162
0.15259,-0.60181
0.11963,-0.55908
0.1001,-0.48096
0.1001,-0.43457
0.10742,-0.35034
0.11108,-0.2771
0.1001,-0.17578
0.09033,-0.08057
0.09888,-0.01831
0.10254,0.08545
0.1062,0.15869
0.09155,0.22583
0.06836,0.29663
0.04028,0.35645
0.03296,0.41626
0.01465,0.46997
0,0.49927
-0.01343,0.52246
-0.03052,0.53345
-0.03174,0.56641
-0.0354,0.56885
-0.04028,0.55664
-0.05737,0.54443
-0.08667,0.55176
-0.10742,0.53223
-0.10498,0.51514
-0.09155,0.48462
-0.07324,0.48218
-0.07568,0.45044
-0.08789,0.42358
-0.09521,0.42358
-0.09766,0.40405
-0.08423,0.38086
-0.07446,0.36133
-0.05493,0.3479
-0.04395,0.32959
-0.05127,0.30884
-0.06348,0.3125
-0.08301,0.29419
-0.08423,0.27344
-0.0769,0.26611
-0.0647,0.25757
-0.04517,0.26245
-0.04272,0.22705
-0.01709,0.2356
-0.0293,0.22217
-0.04272,0.18433
-0.05493,0.16602
-0.05493,0.15869
-0.0647,0.13916
-0.06714,0.1416
-0.06226,0.10742
-0.03296,0.1123
-0.02808,0.07813
-0.03418,0.06714
-0.05493,0.05859
-0.07202,0.05127
-0.05371,0.04883
-0.05737,0.0415
-0.06104,0.01831
-0.0647,0.01465
-0.05005,0.01587
-0.03662,0.01709
-0.03906,0.02808
-0.03296,0.0293
-0.04883,0.01709
-0.05615,0.00488
-0.06592,0.01465
-0.05981,0
-0.04272,0.00244
-0.02686,0.00366
-0.0415,-0.0061
-0.05493,-0.00732
-0.05615,0
-0.05371,-0.01343
-0.03906,-0.01831
-0.05005,-0.04517
-0.03296,-0.03906
-0.02563,-0.06104
-0.01221,-0.08545
-0.00488,-0.07568
-0.00366,-0.10254
0.01465,-0.12329
0.02563,-0.14404
0.02686,-0.13794
0.02197,-0.16602
0.01587,-0.177
0.01221,-0.18311
0.00732,-0.2002
0,-0.24048
-0.00244,-0.23438
-0.0061,-0.26489
-0.00122,-0.28564
-0.01587,-0.30396
-0.02563,-0.29907
-0.04272,-0.32227
-0.04272,-0.32349
-0.03418,-0.35522
-0.01831,-0.3772
-0.0293,-0.39063
-0.03784,-0.3833
-0.04883,-0.39673
-0.03784,-0.42236
-0.02808,-0.43945
-0.01099,-0.44067
-0.00854,-0.46265
-0.00732,-0.47363
0.02686,-0.48706
0.09644,-0.47974
0.19043,-0.49561
0.24658,-0.52856
0.24658,-0.53467
0.16479,-0.53345
0.03662,-0.53955
-0.08545,-0.54443
-0.14404,-0.57495
-0.13794,-0.57129
-0.09644,-0.59692
-0.06714,-0.58838
-0.05615,-0.59937
-0.03906,-0.6189
-0.01709,-0.62134
-0.0061,-0.65186
-0.00854,-0.63721
-0.0061,-0.64453
0.01099,-0.67749
0.02075,-0.66528
0.03052,-0.6665
0.01953,-0.67993
0,-0.68848
0.00366,-0.70313
0.01831,-0.71777
0.04272,-0.71289
0.04517,-0.7251
0.04517,-0.72266
0.05127,-0.74097
0.06592,-0.73853
0.07324,-0.75073
0.06836,-0.7605
0.06348,-0.73853
0.05737,-0.74341
0.06104,-0.76294
0.08301,-0.78125
0.09644,-0.78613
0.10864,-0.76416
0.11597,-0.77515
0.1123,-0.77515
0.12451,-0.73486
0.12817,-0.71777
0.12451,-0.70435
0.12817,-0.64575
0.11963,-0.5957
0.12695,-0.54199
0.12329,-0.47729
0.14526,-0.39795
0.15259,-0.31128
0.16235,-0.22217
0.15015,-0.15137
0.13062,-0.04517
0.12207,0.03662
0.11719,0.11597
0.12085,0.17944
0.11719,0.24048
0.09644,0.31738
0.05981,0.35767
0.02808,0.40527
0.01099,0.45288
-0.01343,0.46021
-0.0293,0.49927
-0.05493,0.50415
-0.05981,0.50171
-0.06104,0.51636
-0.06226,0.50171
-0.06592,0.50659
-0.06226,0.48218
-0.05005,0.45776
-0.06348,0.43213
-0.0647,0.41504
-0.08423,0.40283
-0.09644,0.39063
-0.09399,0.37109
-0.08667,0.33447
-0.05859,0.33203
-0.03906,0.30396
-0.04395,0.29053
-0.05371,0.26001
-0.07568,0.26001
-0.0647,0.24414
-0.04272,0.24658
-0.03052,0.21484
-0.02686,0.22217
-0.05615,0.2002
-0.06226,0.18555
-0.06348,0.17212
-0.05127,0.16357
-0.05737,0.16724
-0.07324,0.1416
-0.08667,0.13184
-0.07813,0.12817
-0.06958,0.09888
-0.05249,0.08911
-0.04639,0.08057
-0.03296,0.07813
-0.02808,0.06714
-0.02563,0.0354
-0.0354,0.03174
-0.0415,0.03662
-0.04883,0.01099
-0.04761,0.00977
-0.05371,0
-0.05615,0.01953
-0.05737,-0.0061
-0.05615,0.01221
-0.05737,-0.00854
-0.05615,0.01221
-0.05615,0.00732
-0.0647,0.01221
-0.0708,-0.00854
-0.0769,-0.00732
-0.06958,0.00244
-0.05249,0.00366
-0.05249,-0.02075
-0.06226,-0.02197
-0.06592,-0.02563
-0.05493,-0.03174
-0.03418,-0.01587
-0.03052,-0.02563
-0.03174,-0.03296
-0.02563,-0.04395
-0.00488,-0.0708
0.02563,-0.08667
0.04761,-0.08179
0.08057,-0.09399
0.08057,-0.1123
0.05493,-0.13062
0.0293,-0.15015
0.00244,-0.16724
0,-0.17334
-0.01831,-0.18555
-0.04272,-0.2124
-0.04639,-0.23071
-0.04272,-0.23682
-0.02441,-0.25635
-0.03052,-0.24902
-0.03296,-0.2832
-0.05859,-0.30029
-0.07446,-0.29297
-0.06592,-0.3064
-0.05249,-0.33203
-0.04395,-0.33203
-0.05371,-0.36865
-0.05371,-0.37476
-0.03784,-0.37598
-0.01831,-0.38574
-0.00732,-0.4126
0.01465,-0.42236
0.07324,-0.43701
0.14648,-0.44067
0.20996,-0.45898
0.2124,-0.448
0.16846,-0.46387
0.06226,-0.47607
-0.05005,-0.47852
-0.13062,-0.49805
-0.16113,-0.50293
-0.13794,-0.51147
-0.11353,-0.51147
-0.07324,-0.52734
-0.04028,-0.52734
-0.01587,-0.53711
-0.0061,-0.5603
-0.0061,-0.5542
0.00366,-0.55664
0.00854,-0.56641
0.03906,-0.59937
0.05615,-0.60059
0.05371,-0.60791
0.02319,-0.60913
-0.01343,-0.59204
-0.01587,-0.62378
-0.00122,-0.61523
0.01221,-0.625
0.02441,-0.63599
0.03174,-0.64575
0.0354,-0.625
0.03662,-0.63721
0.04883,-0.63843
0.07935,-0.64941
0.1001,-0.64697
0.09277,-0.66162
0.08911,-0.67261
0.08789,-0.68115
0.10864,-0.66528
0.10986,-0.67749
0.1062,-0.68359
0.11475,-0.65186
0.13062,-0.65674
0.14526,-0.6311
0.14404,-0.58594
0.12695,-0.55908
0.12451,-0.49316
0.12939,-0.44922
0.15625,-0.36499
0.16602,-0.28687
0.16113,-0.21851
0.13794,-0.13306
0.12817,-0.04883
0.11597,0.03418
0.09766,0.12695
0.0647,0.18677
0.05615,0.2771
0.05005,0.34424
0.05737,0.4187
0.03296,0.47485
0.00977,0.52368
-0.01343,0.5542
-0.02563,0.59326
-0.01831,0.60547
-0.03296,0.6311
-0.06104,0.62012
-0.0769,0.625
-0.08179,0.61279
-0.06348,0.6189
-0.08057,0.61401
-0.10132,0.57861
-0.09766,0.57495
-0.08667,0.53711
-0.07202,0.53223
-0.08545,0.5127
-0.09399,0.47485
-0.10132,0.46021
-0.08667,0.42725
-0.06836,0.41992
-0.07324,0.40161
-0.06958,0.38452
-0.06836,0.36621
-0.04761,0.36743
-0.02197,0.32959
-0.03662,0.33813
-0.07202,0.32471
-0.09277,0.30396
-0.10376,0.30151
-0.08423,0.27344
-0.07446,0.25757
-0.06104,0.24658
-0.05249,0.2417
-0.03784,0.23804
-0.02441,0.22949
-0.02808,0.19531
-0.04395,0.18311
-0.06592,0.177
-0.07935,0.16357
-0.08667,0.177
-0.09155,0.15869
-0.06958,0.14038
-0.04517,0.15869
-0.03906,0.15015
-0.05615,0.13306
-0.0769,0.14771
-0.07568,0.12451
-0.05737,0.12695
-0.04272,0.13672
-0.02563,0.12817
-0.03784,0.14893
-0.04761,0.15747
-0.06714,0.14771
-0.05737,0.15381
-0.04761,0.14526
-0.04761,0.16235
-0.06958,0.1416
-0.07446,0.15015
-0.07568,0.13672
-0.04517,0.15259
-0.01709,0.13306
0.01099,0.1416
0.0293,0.1355
0.01587,0.12573
-0.00854,0.10132
-0.01099,0.08423
0.00366,0.08667
0.03418,0.08057
0.02075,0.04517
-0.00488,0.05005
-0.0293,0.0415
-0.04395,0.02686
-0.05249,-0.00977
-0.06836,-0.0061
-0.06958,-0.01709
-0.0647,-0.05005
-0.06958,-0.05249
-0.07446,-0.09155
-0.06836,-0.10864
-0.05127,-0.1062
-0.05615,-0.13306
-0.07324,-0.15625
-0.07568,-0.14893
-0.0708,-0.17578
-0.03052,-0.19897
0.00122,-0.20264
0.03662,-0.20874
0.10986,-0.2356
0.16724,-0.25024
0.19653,-0.25635
0.15747,-0.25879
0.09033,-0.27588
0.00244,-0.28564
-0.08301,-0.29663
-0.12939,-0.28198
-0.13062,-0.31616
-0.10986,-0.3064
-0.09521,-0.32227
-0.08423,-0.32104
-0.06592,-0.3418
-0.05249,-0.33691
-0.05981,-0.35767
-0.06592,-0.35034
-0.05981,-0.36865
-0.02808,-0.38818
-0.02197,-0.3772
-0.02686,-0.39795
-0.02563,-0.41138
-0.02197,-0.40039
-0.00977,-0.40161
-0.00488,-0.41382
-0.0061,-0.42114
0.00244,-0.42847
0.00977,-0.43335
0.02319,-0.44922
0.0293,-0.44556
0.02441,-0.45044
0.03052,-0.46143
0.0293,-0.47607
0.03906,-0.4834
0.0415,-0.47974
0.03906,-0.46875
0.0415,-0.49805
0.05249,-0.47729
0.0708,-0.47607
0.08789,-0.49561
0.07935,-0.46143
0.07935,-0.46021
0.08545,-0.4248
0.08911,-0.38208
0.1001,-0.3418
0.08789,-0.27954
0.09399,-0.21484
0.09155,-0.14771
0.11597,-0.06836
0.12085,-0.00244
0.11597,0.08057
0.1001,0.16724
0.08057,0.25391
0.08545,0.36499
0.08179,0.43701
0.06592,0.50415
0.02808,0.58105
-0.00732,0.65674
-0.01465,0.70068
-0.03052,0.75317
-0.04517,0.78735
-0.06714,0.80933
-0.0769,0.84717
-0.08423,0.86548
-0.08301,0.85205
-0.08545,0.86304
-0.09766,0.85205
-0.1062,0.84351
-0.11353,0.85327
-0.09766,0.82886
-0.09399,0.81299
-0.09399,0.78247
-0.10132,0.78369
-0.09277,0.74585
-0.07813,0.74219
-0.0708,0.72388
-0.08667,0.68481
-0.10376,0.68237
-0.11108,0.65063
-0.1001,0.63599
-0.0769,0.64453
-0.06714,0.61646
-0.0769,0.60059
-0.08301,0.60181
-0.07202,0.59082
-0.05493,0.59204
-0.05249,0.56396
-0.05981,0.55786
-0.05371,0.54932
-0.05127,0.55054
-0.06226,0.52856
-0.09033,0.52002
-0.11475,0.50659
-0.10742,0.49438
-0.09155,0.46997
-0.08423,0.43823
-0.08057,0.44556
-0.08423,0.41504
-0.08179,0.39185
-0.08789,0.38696
-0.08545,0.38696
-0.05615,0.37598
-0.05981,0.34912
-0.06104,0.33569
-0.06836,0.34668
-0.06104,0.32593
-0.04028,0.32471
-0.03174,0.31738
-0.05249,0.31982
-0.0769,0.32349
-0.10498,0.31372
-0.10254,0.33325
-0.09277,0.31128
-0.06104,0.33203
-0.04761,0.31494
-0.04272,0.3064
-0.03662,0.30396
-0.03906,0.31006
-0.02319,0.28931
-0.01587,0.30518
-0.0061,0.27588
-0.00732,0.2832
-0.01343,0.2771
-0.01221,0.24536
-0.00244,0.24658
0.01465,0.23315
0.01221,0.21606
-0.02197,0.19287
-0.04272,0.19043
-0.06958,0.17212
-0.06836,0.15991
-0.06714,0.12939
-0.06958,0.13672
-0.06348,0.11475
-0.06836,0.08423
-0.06348,0.06714
-0.05127,0.06226
-0.05249,0.03906
-0.06348,0.01343
-0.07202,-0.00244
-0.07568,-0.02075
-0.05249,-0.03052
-0.02563,-0.03052
0.01587,-0.04395
0.08301,-0.07324
0.16968,-0.07324
0.23804,-0.09521
0.22827,-0.10986
0.16724,-0.14282
0.04517,-0.15381
-0.07446,-0.14893
-0.13794,-0.17822
-0.1709,-0.19287
-0.12695,-0.18677
-0.10498,-0.19653
-0.09155,-0.20996
-0.0769,-0.2417
-0.05493,-0.25146
-0.02319,-0.24048
-0.00977,-0.25024
0.00366,-0.26367
0.01465,-0.2832
0.00977,-0.28198
0.01099,-0.30151
0.00244,-0.32104
0.00122,-0.32471
0.00488,-0.31738
0.00122,-0.32104
0.00488,-0.354
0.00977,-0.35767
0.01221,-0.34546
0.00854,-0.36133
0,-0.38452
0.00488,-0.39307
0.03174,-0.39673
0.04639,-0.39917
0.05371,-0.41138
0.04883,-0.40894
0.06714,-0.43579
0.07324,-0.42114
0.07935,-0.4248
0.08057,-0.45044
0.08789,-0.44067
0.1062,-0.41016
0.11353,-0.39185
0.10864,-0.35767
0.10986,-0.31738
0.11353,-0.26733
0.13672,-0.22949
0.14282,-0.14648
0.13306,-0.06592
0.11108,0.01587
0.09521,0.08545
0.09399,0.16968
0.10376,0.28198
0.11597,0.36865
0.1062,0.44434
0.08301,0.52612
0.05127,0.60669
0.00977,0.65796
-0.01221,0.74219
-0.01465,0.78247
-0.01343,0.83862
-0.01343,0.8728
-0.01587,0.89478
-0.02686,0.92651
-0.02686,0.93384
-0.05371,0.9436
-0.08057,0.9314
-0.11597,0.92773
-0.13062,0.92407
-0.13062,0.91187
-0.12695,0.91309
-0.10864,0.88013
-0.10132,0.88135
-0.08911,0.84839
-0.09277,0.82764
-0.09155,0.81909
-0.07324,0.79468
-0.07324,0.79224
-0.07813,0.77148
-0.08545,0.75684
-0.0769,0.74585
-0.05127,0.74463
-0.02808,0.7251
-0.05371,0.72266
-0.08423,0.6958
-0.11475,0.68115
-0.10864,0.68237
-0.07202,0.66895
-0.06226,0.65674
-0.0647,0.66284
-0.08057,0.64819
-0.07813,0.61768
-0.05859,0.60547
-0.04761,0.58472
-0.04272,0.5896
-0.05005,0.57251
-0.0708,0.55664
-0.08423,0.5188
-0.08423,0.50171
-0.05615,0.50537
-0.04028,0.4895
-0.03662,0.4541
-0.05249,0.43945
-0.06836,0.42969
-0.08057,0.43823
-0.08667,0.42114
-0.06226,0.40649
-0.0354,0.39063
-0.03418,0.39185
-0.05249,0.37964
-0.06592,0.37964
-0.05859,0.37598
-0.05005,0.36987
-0.04883,0.35889
-0.03174,0.35156
-0.01953,0.3418
-0.01709,0.35278
-0.02686,0.34668
-0.04517,0.3418
-0.04517,0.31006
-0.06348,0.30029
-0.05249,0.28809
-0.02563,0.30151
0.01953,0.28564
0.02686,0.26489
0.02319,0.24048
0.00977,0.23438
0.00854,0.22949
0.01099,0.20142
0.02075,0.20142
0.01465,0.17456
0.00977,0.16357
-0.00122,0.13062
-0.01709,0.12451
-0.02686,0.09399
-0.03418,0.08179
-0.0415,0.0708
-0.05493,0.04883
-0.06104,0.01221
-0.06592,-0.00732
-0.04639,-0.02686
-0.02075,-0.03296
-0.02808,-0.05371
-0.04761,-0.05615
-0.06958,-0.08911
-0.07813,-0.09399
-0.07324,-0.13062
-0.06958,-0.12573
-0.05005,-0.16602
0.01099,-0.16479
0.09766,-0.18677
0.19531,-0.20142
0.26001,-0.20508
0.26489,-0.21606
0.18921,-0.25391
0.05615,-0.26611
-0.05737,-0.25757
-0.11475,-0.27466
-0.12939,-0.29541
-0.10132,-0.30029
-0.08667,-0.30762
-0.06592,-0.3418
-0.05493,-0.35522
-0.04639,-0.36377
-0.01709,-0.37354
-0.00488,-0.35889
0.00854,-0.37476
-0.00366,-0.3772
-0.01343,-0.38696
-0.01221,-0.41748
-0.01343,-0.40161
-0.01343,-0.42114
0.01343,-0.42236
0.02075,-0.44312
0.03174,-0.45044
0.01953,-0.47729
0.01343,-0.45776
0.01099,-0.4834
0.01343,-0.49561
0.03052,-0.48828
0.04639,-0.5188
0.05981,-0.52612
0.05371,-0.51514
0.04639,-0.53223
0.05493,-0.54688
0.05859,-0.55908
0.08667,-0.56152
0.09888,-0.5481
0.09888,-0.55298
0.09766,-0.51147
0.08789,-0.49805
0.07813,-0.47119
0.09399,-0.40405
0.1123,-0.36133
0.14404,-0.30396
0.15259,-0.2124
0.15015,-0.13184
0.13062,-0.06592
0.10742,0.03906
0.10986,0.13428
0.11597,0.22705
0.12329,0.29419
0.09888,0.37964
0.06836,0.46265
0.04028,0.54321
0.01709,0.59448
0.00488,0.65674
-0.00732,0.71777
-0.0293,0.74829
-0.0354,0.79224
-0.05615,0.82886
-0.06592,0.82397
-0.05493,0.84717
-0.05615,0.85693
-0.06958,0.84839
-0.09521,0.82642
-0.09521,0.83008
-0.09521,0.80566
-0.10254,0.80444
-0.11963,0.77637
-0.12573,0.76416
-0.12085,0.75317
-0.09888,0.73364
-0.09155,0.7019
-0.07813,0.68359
-0.08301,0.67505
-0.08301,0.6665
-0.08301,0.63965
-0.07568,0.64209
-0.06592,0.6311
-0.06714,0.61157
-0.08301,0.61401
-0.0769,0.59448
-0.0708,0.57251
-0.05859,0.56519
-0.06714,0.57007
-0.07202,0.55542
-0.08057,0.54565
-0.08301,0.5188
-0.06714,0.50659
-0.06714,0.50049
-0.05249,0.48096
-0.05249,0.44922
-0.06592,0.44556
-0.06348,0.41626
-0.0769,0.39795
-0.0708,0.37598
-0.07813,0.35889
-0.07324,0.35522
-0.05493,0.34668
-0.04883,0.33447
-0.03662,0.31372
-0.04517,0.31372
-0.05127,0.27954
-0.04761,0.27588
-0.04883,0.28809
-0.0415,0.26123
-0.05249,0.27222
-0.07568,0.26367
-0.08057,0.25879
-0.08057,0.2417
-0.06348,0.26001
-0.05005,0.23193
-0.03906,0.24536
-0.04639,0.21973
-0.05859,0.22095
-0.05005,0.20386
-0.03174,0.21362
-0.01831,0.19775
-0.03174,0.17822
-0.05981,0.16968
-0.05859,0.16602
-0.04395,0.15747
-0.02808,0.11963
-0.01953,0.10498
-0.01709,0.1001
0,0.07568
0.01587,0.07446
0.02319,0.06226
0.02319,0.02441
0.01831,0.02808
0.02319,0.00732
0.03296,-0.02319
0.0415,-0.04517
0.03418,-0.0708
-0.00488,-0.08423
-0.03784,-0.08301
-0.06714,-0.10132
-0.07202,-0.12939
-0.06348,-0.1355
-0.04761,-0.16113
-0.0293,-0.18066
-0.02563,-0.18677
-0.04395,-0.22217
-0.05249,-0.21973
-0.0647,-0.24902
-0.04761,-0.2771
-0.03418,-0.27344
-0.02319,-0.3064
0,-0.32471
0.01221,-0.33813
0.02563,-0.33203
0.06592,-0.35156
0.13672,-0.36133
0.19531,-0.39185
0.2063,-0.39307
0.14893,-0.39795
0.05005,-0.4248
-0.04761,-0.42236
-0.1062,-0.44434
-0.13062,-0.47363
-0.09888,-0.46509
-0.06104,-0.48218
-0.04761,-0.48828
-0.02563,-0.50781
-0.01465,-0.53101
-0.00244,-0.5249
-0.01099,-0.54199
-0.02686,-0.53223
-0.01343,-0.55908
0.0061,-0.54932
0.02563,-0.58228
0.03174,-0.56519
0.01709,-0.56763
0.02197,-0.59814
0.01221,-0.60425
0.01587,-0.61035
0.02686,-0.60059
0.03906,-0.59692
0.03906,-0.60303
0.02319,-0.62256
0.01465,-0.61768
0.01587,-0.64087
0.04883,-0.63843
0.05859,-0.62866
0.06348,-0.63354
0.0708,-0.65063
0.09033,-0.66406
0.10376,-0.66895
0.12451,-0.67017
0.10132,-0.65308
0.07568,-0.63721
0.07935,-0.60791
0.09399,-0.59448
0.1062,-0.53589
0.11108,-0.48828
0.11108,-0.42725
0.10986,-0.35278
0.09888,-0.26978
0.09888,-0.19897
0.09399,-0.10986
0.10742,-0.02075
0.12329,0.08911
0.12085,0.15503
0.11475,0.24292
0.07813,0.34546
0.07324,0.39917
0.06958,0.4895
0.06104,0.53711
0.02686,0.59082
-0.02075,0.62012
-0.04028,0.6543
-0.05737,0.70313
-0.06104,0.71899
-0.06226,0.72754
-0.06104,0.71289
-0.0769,0.71655
-0.10132,0.72388
-0.13062,0.70801
-0.13428,0.68848
-0.11597,0.68115
-0.08911,0.66772
-0.06592,0.64575
-0.06836,0.61768
-0.09155,0.60303
-0.1062,0.57373
-0.1062,0.55298
-0.08179,0.53345
-0.0647,0.51636
-0.0708,0.52612
-0.08179,0.49072
-0.10132,0.50049
-0.08911,0.47607
-0.07935,0.47607
-0.06104,0.47729
-0.08057,0.45654
-0.08789,0.45654
-0.08789,0.44312
-0.07324,0.42603
-0.05859,0.41748
-0.05615,0.40283
-0.04639,0.36987
-0.05493,0.37476
-0.07568,0.33691
-0.09155,0.33325
-0.10864,0.32227
-0.09155,0.29175
-0.06592,0.28198
-0.05615,0.26855
-0.05371,0.2478
-0.06714,0.24658
-0.07935,0.23438
-0.06592,0.20508
-0.05249,0.19165
-0.05127,0.19531
-0.07324,0.18799
-0.0708,0.177
-0.06226,0.19165
-0.04883,0.17944
-0.04517,0.17212
-0.05005,0.17944
-0.05615,0.18066
-0.05981,0.15991
-0.0647,0.15137
-0.0647,0.16968
-0.06348,0.15503
-0.06348,0.16357
-0.05615,0.14526
-0.04883,0.13062
-0.02808,0.13306
-0.03174,0.12573
-0.01709,0.10376
-0.00366,0.09033
0.01221,0.09766
0.02075,0.07568
0.00977,0.05615
0.00244,0.0415
-0.00854,0.01221
-0.00732,-0.00732
-0.00244,-0.02197
0.02197,-0.03906
0.02686,-0.03296
0.01953,-0.05493
-0.01099,-0.08789
-0.04761,-0.09033
-0.06714,-0.10742
-0.05859,-0.14526
-0.05615,-0.16357
-0.06104,-0.17944
-0.07568,-0.19165
-0.06348,-0.19409
-0.0354,-0.23438
-0.01953,-0.25269
-0.04395,-0.26611
-0.08179,-0.28198
-0.1001,-0.29053
-0.07813,-0.3064
-0.04028,-0.32593
-0.00244,-0.33569
0.04639,-0.35889
0.1001,-0.35156
0.18311,-0.37231
0.23804,-0.3772
0.24292,-0.4126
0.17578,-0.42969
0.02563,-0.43701
-0.09766,-0.45288
-0.16724,-0.46753
-0.15503,-0.45898
-0.10742,-0.47607
-0.04639,-0.50049
-0.01709,-0.51392
-0.00977,-0.50049
-0.02441,-0.53467
-0.03174,-0.54077
-0.03418,-0.52856
-0.04272,-0.53589
-0.04028,-0.57007
-0.03662,-0.55664
-0.01099,-0.56396
0.01099,-0.59692
0.0293,-0.59326
0.04517,-0.59448
0.02686,-0.59326
0.02197,-0.59814
0.00977,-0.61035
0.03052,-0.61035
0.04395,-0.61768
0.05615,-0.63232
0.0647,-0.62988
0.0647,-0.66284
0.05859,-0.64575
0.05127,-0.67383
0.04639,-0.66528
0.05615,-0.67993
0.04761,-0.69824
0.04639,-0.69824
0.05493,-0.69702
0.08789,-0.68359
0.11108,-0.65308
0.11353,-0.65063
0.10864,-0.61279
0.10864,-0.57129
0.12329,-0.50903
0.11353,-0.43701
0.09521,-0.36133
0.09644,-0.2832
0.10498,-0.20386
0.1123,-0.11597
0.11841,-0.04395
0.11841,0.05493
0.11841,0.12451
0.11353,0.20874
0.08423,0.28076
0.04883,0.36499
0.02808,0.42725
0.01587,0.4895
0.00854,0.52246
-0.01587,0.56519
-0.03662,0.60303
-0.05249,0.62744
-0.05615,0.6604
-0.07202,0.66895
-0.09766,0.65308
-0.10742,0.65796
-0.1123,0.66528
-0.09888,0.63599
-0.10376,0.62378
-0.10742,0.61279
-0.10132,0.59448
-0.07813,0.57617
-0.06836,0.55298
-0.06714,0.55664
-0.07935,0.51636
-0.08057,0.50293
-0.08179,0.4834
-0.06592,0.47119
-0.06348,0.46021
-0.06348,0.448
-0.05615,0.44312
-0.06104,0.42358
-0.05737,0.42969
-0.05615,0.41016
-0.06226,0.41748
-0.06836,0.39307
-0.08789,0.38452
-0.07568,0.39063
-0.06958,0.37598
-0.05615,0.34912
-0.05005,0.3479
-0.05249,0.31128
-0.04272,0.31738
-0.03784,0.30396
-0.03662,0.28564
-0.02808,0.25879
-0.02686,0.23315
-0.01831,0.23071
-0.02319,0.21851
-0.03906,0.20386
-0.05371,0.2002
-0.0708,0.18677
-0.07813,0.17944
-0.07813,0.15991
-0.0708,0.16602
-0.06226,0.15259
-0.05005,0.13672
-0.03906,0.13916
-0.01831,0.14648
-0.0293,0.14526
-0.04028,0.12329
-0.05127,0.12207
-0.05493,0.13306
-0.04761,0.13062
-0.04272,0.12085
-0.03662,0.1001
-0.02563,0.11353
-0.01953,0.09521
-0.01709,0.10132
-0.01343,0.06592
-0.00488,0.06958
-0.00854,0.04883
-0.0061,0.0415
-0.00366,0.05005
0.01465,0.02686
0.03418,0.02808
0.02441,0.00977
0.03662,-0.01343
0.02563,-0.02319
0.02686,-0.05371
0.01587,-0.07202
0.00366,-0.08667
-0.00122,-0.07935
-0.01465,-0.09521
-0.02808,-0.13916
-0.03052,-0.14404
-0.01587,-0.14526
-0.00854,-0.16235
-0.01587,-0.20264
-0.03662,-0.21362
-0.05493,-0.23071
-0.04517,-0.24292
-0.03418,-0.26123
-0.03784,-0.26855
-0.04517,-0.27222
-0.03906,-0.29663
-0.0293,-0.30396
-0.00488,-0.3186
0.01831,-0.32837
0.06104,-0.36499
0.13306,-0.37354
0.20508,-0.38208
0.23438,-0.37964
0.23682,-0.40527
0.17822,-0.42603
0.07813,-0.42358
-0.03784,-0.44312
-0.10986,-0.45288
-0.11963,-0.45898
-0.09766,-0.46021
-0.07568,-0.46875
-0.05615,-0.48584
-0.02808,-0.50415
-0.00122,-0.50781
0.00366,-0.50903
0.02319,-0.5188
0.01831,-0.50903
0.01221,-0.53223
0.00977,-0.53955
0.00488,-0.54199
0.03174,-0.5542
0.03418,-0.55176
0.02075,-0.54077
0.02563,-0.55542
0.02319,-0.56641
0.0354,-0.56152
0.04395,-0.57251
0.05859,-0.5896
0.05981,-0.60425
0.05493,-0.60913
0.04639,-0.60669
0.05615,-0.5957
0.08545,-0.61523
0.1001,-0.60669
0.10498,-0.61279
0.09277,-0.64453
0.07935,-0.625
0.08423,-0.64087
0.08301,-0.63965
0.10498,-0.63599
